epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
160,4567.9,0.42488,0.26784,0.02421,0.00544,0.98778,0.95161,0.99273,0.93807,0.36339,0.17407,0.02745,0.00314,8.57554e-05,8.57554e-05,8.57554e-05
161,4600.39,0.44248,0.21407,0.02827,0.00553,0.99771,0.96774,0.99286,0.94098,0.36286,0.16654,0.02778,0.00311,7.97043e-05,7.97043e-05,7.97043e-05
162,4629.02,0.4397,0.24538,0.02515,0.00522,0.96475,0.98387,0.99374,0.94306,0.36029,0.14783,0.02771,0.00307,7.39366e-05,7.39366e-05,7.39366e-05
163,4658.48,0.42924,0.2417,0.02399,0.00739,0.97979,0.98387,0.99422,0.94208,0.36053,0.14453,0.02786,0.003,6.8454e-05,6.8454e-05,6.8454e-05
164,4686.86,0.43082,0.25425,0.02601,0.00942,0.9776,0.96774,0.99313,0.94257,0.36259,0.15766,0.02773,0.00291,6.32583e-05,6.32583e-05,6.32583e-05
165,4713.42,0.4315,0.22267,0.0231,0.00425,0.9841,0.99832,0.9931,0.94162,0.36412,0.15535,0.028,0.00289,5.83509e-05,5.83509e-05,5.83509e-05
166,4739.89,0.41653,0.24925,0.02641,0.00671,0.98038,0.96774,0.99253,0.94111,0.36545,0.17392,0.02779,0.0029,5.37334e-05,5.37334e-05,5.37334e-05
167,4766.59,0.42907,0.24827,0.02717,0.00484,0.96759,0.98387,0.99294,0.94247,0.3651,0.16571,0.02817,0.00288,4.94072e-05,4.94072e-05,4.94072e-05
168,4793.31,0.41713,0.23713,0.02361,0.00679,0.96821,0.98235,0.99311,0.94233,0.3653,0.17359,0.02822,0.00299,4.53736e-05,4.53736e-05,4.53736e-05
169,4826.12,0.41698,0.21962,0.02216,0.00348,0.96394,0.98387,0.99266,0.93857,0.36279,0.17363,0.02808,0.00304,4.16339e-05,4.16339e-05,4.16339e-05
170,4855.84,0.45269,0.21767,0.02632,0.00401,0.98377,0.97785,0.99293,0.94129,0.36317,0.17024,0.0281,0.00294,3.81891e-05,3.81891e-05,3.81891e-05
171,4897.13,0.26253,0.10846,0.01559,0.00706,0.99957,0.98387,0.99469,0.94467,0.36483,0.14108,0.02807,0.00293,3.50403e-05,3.50403e-05,3.50403e-05
