epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
95,1640.05,0.52076,0.40384,0.02411,0.01637,0.95285,0.97789,0.98917,0.91733,0.44171,0.21997,0.02715,0.00462,0.000940941,0.000940941,0.000940941
96,1655.58,0.57119,0.41629,0.02523,0.00904,1,0.98037,0.99454,0.92397,0.44066,0.16754,0.02719,0.0042,0.000923716,0.000923716,0.000923716
97,1671.37,0.60616,0.42036,0.02729,0.00648,0.98043,1,0.99452,0.92298,0.43791,0.16031,0.02738,0.00315,0.000906517,0.000906517,0.000906517
98,1687.13,0.58283,0.3764,0.02569,0.01726,0.96442,0.98387,0.99374,0.91756,0.43946,0.19418,0.02847,0.00332,0.000889349,0.000889349,0.000889349
99,1703.03,0.57993,0.43569,0.02368,0.01623,0.99145,0.95161,0.99195,0.91923,0.41876,0.22009,0.02786,0.00332,0.000872219,0.000872219,0.000872219
100,1719.5,0.52249,0.36135,0.02273,0.00787,0.96859,0.99492,0.99342,0.92396,0.44676,0.17715,0.02736,0.0052,0.00085513,0.00085513,0.00085513
101,1739.8,0.57822,0.452,0.02711,0.00514,0.9451,1,0.99231,0.91363,0.43532,0.20352,0.02673,0.00434,0.000838088,0.000838088,0.000838088
102,1760.11,0.58174,0.40731,0.02644,0.00837,0.95286,0.97807,0.98961,0.91554,0.42939,0.21591,0.02674,0.00337,0.000821099,0.000821099,0.000821099
103,1776.76,0.58428,0.40486,0.0257,0.00864,0.9531,0.98341,0.99235,0.93007,0.43564,0.18949,0.02706,0.0039,0.000804167,0.000804167,0.000804167
104,1793.1,0.50472,0.35871,0.02443,0.01,0.95149,0.94919,0.99029,0.9227,0.43309,0.23523,0.02708,0.00516,0.000787298,0.000787298,0.000787298
105,1809.64,0.49486,0.36351,0.02392,0.00927,0.96498,0.96774,0.99074,0.93105,0.41364,0.20486,0.02643,0.00322,0.000770497,0.000770497,0.000770497
106,1826.68,0.56807,0.42832,0.02268,0.01037,0.97683,0.98387,0.99248,0.9086,0.45245,0.20486,0.02696,0.00306,0.000753769,0.000753769,0.000753769
107,1843.98,0.59019,0.43762,0.02319,0.00819,0.96854,0.99303,0.99307,0.91949,0.45176,0.19566,0.02703,0.00336,0.000737119,0.000737119,0.000737119
108,1860.07,0.56134,0.41032,0.02521,0.00691,0.94815,1,0.9925,0.901,0.46813,0.19374,0.02876,0.00365,0.000720552,0.000720552,0.000720552
109,1876.11,0.56814,0.42694,0.0239,0.00559,0.96813,0.98005,0.99344,0.91542,0.43961,0.18969,0.02717,0.003,0.000704073,0.000704073,0.000704073
110,1891.89,0.4786,0.35706,0.02492,0.00795,0.96779,0.98387,0.99295,0.92645,0.41139,0.18222,0.02701,0.00313,0.000687688,0.000687688,0.000687688
111,1907.48,0.51921,0.36332,0.02568,0.01212,0.96831,0.98581,0.99388,0.92783,0.41034,0.204,0.02677,0.00334,0.0006714,0.0006714,0.0006714
